2010-08-22 20:52:10 idle
2010-08-22 20:59:10 idle
2010-08-22 21:06:10 idle
2010-08-22 21:13:10 OBS: ID19177 (E17640 T005; prob: 0.04405530; ra: 298.2000; dec: 0.0000; p: 2.10974488398)
2010-08-22 21:20:10 OBS: ID19180 (E17640 T008; prob: 0.03260780; ra: 296.8970; dec: 4.2000; p: 2.10985100248)
2010-08-22 21:27:10 OBS: ID19181 (E17640 T009; prob: 0.02694150; ra: 292.9430; dec: 8.4000; p: 2.10989801815)
2010-08-22 21:34:10 OBS: ID19184 (E17640 T012; prob: 0.02184350; ra: 292.6480; dec: 12.6000; p: 2.10994526202)
2010-08-22 21:41:10 OBS: ID19187 (E17640 T015; prob: 0.01800630; ra: 289.5590; dec: 16.8000; p: 2.10997838476)
2010-08-22 21:48:10 OBS: ID19189 (E17640 T017; prob: 0.01352460; ra: 287.9240; dec: 21.0000; p: 2.11002045209)
2010-08-22 21:55:10 OBS: ID19191 (E17640 T019; prob: 0.01283750; ra: 292.6860; dec: 4.2000; p: 2.11003402592)
2010-08-22 22:02:10 OBS: ID19201 (E17640 T029; prob: 0.00983770; ra: 287.7900; dec: 25.2000; p: 2.11005537561)
2010-08-22 22:09:10 OBS: ID19202 (E17640 T030; prob: 0.00937020; ra: 297.1880; dec: 8.4000; p: 2.11006743155)
2010-08-22 22:16:10 OBS: ID19204 (E17640 T032; prob: 0.00840820; ra: 288.3440; dec: 12.6000; p: 2.11006801459)
2010-08-22 22:23:10 OBS: ID19209 (E17640 T037; prob: 0.00736520; ra: 284.4310; dec: 29.4000; p: 2.11007666826)
2010-08-22 22:30:10 OBS: ID19210 (E17640 T038; prob: 0.00658240; ra: 284.9010; dec: 33.6000; p: 2.11008572971)
2010-08-22 22:37:10 OBS: ID19217 (E17640 T045; prob: 0.00522760; ra: 284.3750; dec: 37.8000; p: 2.11010082701)
2010-08-22 22:44:10 OBS: ID19218 (E17640 T046; prob: 0.00509080; ra: 282.5830; dec: 42.0000; p: 2.11010418230)
2010-08-22 22:51:10 OBS: ID19228 (E17640 T056; prob: 0.00415190; ra: 293.9460; dec: 16.8000; p: 2.11010826577)
2010-08-22 22:58:10 OBS: ID19224 (E17640 T052; prob: 0.00447930; ra: 294.0000; dec: 0.0000; p: 2.11011111157)
2010-08-22 23:05:10 OBS: ID19222 (E17640 T050; prob: 0.00463220; ra: 282.1670; dec: 46.2000; p: 2.11011139829)
2010-08-22 23:12:10 OBS: ID19243 (E17640 T071; prob: 0.00342910; ra: 285.4690; dec: 25.2000; p: 2.11011169505)
2010-08-22 23:19:10 OBS: ID19245 (E17640 T073; prob: 0.00303140; ra: 292.4230; dec: 21.0000; p: 2.11011624049)
2010-08-22 23:26:10 OBS: ID19249 (E17640 T077; prob: 0.00238870; ra: 289.2520; dec: 29.4000; p: 2.11012316852)
2010-08-22 23:33:10 OBS: ID19231 (E17640 T059; prob: 0.00371140; ra: 280.0330; dec: 50.4000; p: 2.11012481097)
2010-08-22 23:40:10 OBS: ID19248 (E17640 T076; prob: 0.00254120; ra: 299.0030; dec: 4.2000; p: 2.11012586077)
2010-08-22 23:47:10 OBS: ID19253 (E17640 T081; prob: 0.00193250; ra: 285.1710; dec: 16.8000; p: 2.11012707488)
2010-08-22 23:54:10 OBS: ID19257 (E17640 T085; prob: 0.00177820; ra: 288.6970; dec: 8.4000; p: 2.11013127962)
2010-08-23 00:01:10 OBS: ID19188 (E17640 T016; prob: 0.01657430; ra: 335.5780; dec: -27.3000; p: 2.11007742762)
2010-08-23 00:08:10 OBS: ID19265 (E17640 T093; prob: 0.00147000; ra: 294.8000; dec: 12.6000; p: 2.11013207302)
2010-08-23 00:15:10 OBS: ID19263 (E17640 T091; prob: 0.00153810; ra: 283.4250; dec: 21.0000; p: 2.11013371864)
2010-08-23 00:22:10 OBS: ID19239 (E17640 T067; prob: 0.00260340; ra: 282.7640; dec: 54.6000; p: 2.11014319814)
2010-08-23 00:29:10 OBS: ID19207 (E17640 T035; prob: 0.00801520; ra: 330.8510; dec: -27.3000; p: 2.11014111537)
2010-08-23 00:36:10 OBS: ID19254 (E17640 T082; prob: 0.00191020; ra: 279.7150; dec: 58.8000; p: 2.11015952037)
2010-08-23 00:43:10 OBS: ID19255 (E17640 T083; prob: 0.00190090; ra: 282.1640; dec: 63.0000; p: 2.11016840513)
2010-08-23 00:50:10 OBS: ID19198 (E17640 T026; prob: 0.01054630; ra: 339.8710; dec: -29.4000; p: 2.11013130209)
2010-08-23 00:57:10 OBS: ID19238 (E17640 T066; prob: 0.00267790; ra: 333.3260; dec: -23.1000; p: 2.11017412150)
2010-08-23 01:04:10 OBS: ID19205 (E17640 T033; prob: 0.00828200; ra: 344.6910; dec: -29.4000; p: 2.11015631970)
2010-08-23 01:11:10 OBS: ID19230 (E17640 T058; prob: 0.00381540; ra: 340.3040; dec: -27.3000; p: 2.11018172144)
2010-08-23 01:18:10 OBS: ID19250 (E17640 T078; prob: 0.00227040; ra: 285.1690; dec: 69.3000; p: 2.11018837716)
2010-08-23 01:25:10 OBS: ID19214 (E17640 T042; prob: 0.00570120; ra: 349.5120; dec: -29.4000; p: 2.11018128867)
2010-08-23 01:32:10 OBS: ID19242 (E17640 T070; prob: 0.00230290; ra: 345.8120; dec: -25.2000; p: 2.11018883426)
2010-08-23 01:39:10 OBS: ID19272 (E17640 T100; prob: 0.00112330; ra: 281.7950; dec: 67.2000; p: 2.11019585924)
2010-08-23 01:46:10 OBS: ID19258 (E17640 T086; prob: 0.00174120; ra: 350.4540; dec: -25.2000; p: 2.11019583525)
2010-08-23 01:53:10 OBS: ID19192 (E17640 T020; prob: 0.01211510; ra: 59.8524; dec: 65.1000; p: 2.11019149855)
2010-08-23 02:00:10 OBS: ID19197 (E17640 T025; prob: 0.01080430; ra: 58.0029; dec: 54.6000; p: 2.11018544626)
2010-08-23 02:07:10 OBS: ID19195 (E17640 T023; prob: 0.01174930; ra: 60.4521; dec: 60.9000; p: 2.11018163337)
